,Price,Type,Dedicated Graphic Memory Capacity,Processor Brand,Processor Name,SSD,RAM,Expandable Memory,Operating System,Touchscreen,Screen Size,Weight,max_res,gpu_brand,company,Storage,battery_back,gpu_processor
391,69990,2,0,intel,core i5,1,16,1,windows,0,15.6,1.64,1080,none,dell,512,4.5,iris xe
392,48990,2,0,intel,core i3,1,8,1,windows,0,15.6,1.8,1080,none,dell,1256,4.5,intel uhd
393,49990,2,0,amd,ryzen 5 quad core,1,8,1,windows,0,15.6,1.8,1080,amd,dell,512,4.5,amd radeon
394,56850,2,0,intel,core i5,1,16,0,windows,0,17.3,2.3,1080,none,asus,512,4.5,intel iris xe
395,73519,5,2048,intel,core i5,1,16,0,windows,0,15.6,0.9746666666666668,1080,nvidia,dell,512,5.0,nvidia geforce
396,50940,5,0,intel,core i3,1,8,0,windows,0,15.6,1.8,1080,none,asus,512,5.0,intel uhd
397,75990,5,4096,intel,core i5,1,8,1,windows,0,15.6,1.8,1080,nvidia,dell,512,5.0,nvidia geforce gtx 1650 ti
398,51990,5,0,amd,ryzen 5 quad core,1,8,0,windows,0,15.6,0.9746666666666668,1080,amd,dell,1256,5.0,amd radeon vega 8
399,59990,5,0,intel,core i5,1,8,1,windows,0,15.6,1.85,1080,none,dell,1256,5.0,intel hd
400,35990,2,0,intel,core i3,0,8,0,windows,0,14.0,1.47,720,none,hp,1000,4.5,intel uhd
401,51990,2,0,intel,core i5,1,8,0,windows,0,15.6,1.8,1080,none,asus,1256,4.5,intel iris xe
402,55990,2,0,intel,core i5,1,16,0,windows,0,14.0,1.4,1080,none,asus,512,4.5,intel iris xe
403,55990,2,0,intel,core i5,1,16,0,windows,0,14.0,1.4,1080,none,asus,512,4.5,intel iris xe
404,47990,2,0,intel,core i3,1,8,0,windows,0,15.6,1.8,1080,none,asus,256,4.5,intel uhd
405,55990,2,0,intel,core i5,1,16,0,windows,0,14.0,1.4,1080,none,asus,512,4.5,intel iris xe
406,58990,2,0,amd,ryzen 5 hexa core,1,8,0,windows,0,15.6,1.8,1080,amd,asus,1256,4.5,amd radeon
407,58990,2,0,amd,ryzen 5 hexa core,1,8,0,windows,0,15.6,1.8,1080,amd,asus,1256,4.5,amd radeon
408,42490,5,0,intel,core i3,0,8,0,windows,0,15.6,0.9746666666666668,1080,none,dell,1000,5.0,intel hd
409,50990,2,0,intel,core i3,1,8,0,windows,0,15.6,1.8,1080,none,asus,512,4.5,intel uhd
410,69990,2,0,intel,core i5,1,16,0,windows,0,15.6,1.8,1080,none,asus,1256,4.5,intel iris xe
411,37990,2,0,intel,core i3,1,8,0,windows,0,15.6,1.8,1080,none,asus,256,4.5,intel uhd
412,86648,5,0,intel,core i7,1,16,0,windows,1,14.0,0.9746666666666668,1080,none,lenovo,512,5.0,iris xe
413,109000,3,0,amd,ryzen 7 quad core,1,16,0,windows,1,13.3,1.34171875,1080,amd,hp,512,5.0,amd radeon
414,32890,5,0,intel,core i3,1,8,0,windows,0,14.0,1.6,720,none,asus,256,5.0,intel uhd
415,34649,7,0,intel,core i3,0,4,0,dos,0,15.6,1.8,720,none,asus,1000,6.0,intel hd
416,32489,2,0,intel,core i3,1,8,0,windows,0,14.0,1.8,720,none,asus,256,4.5,intel uhd
417,34979,4,0,intel,core i3,1,8,1,windows,0,14.0,1.6,1080,none,asus,256,4.5,intel uhd
418,89990,5,4096,amd,ryzen 7 octa core,1,16,0,windows,0,15.6,1.65,1080,nvidia,asus,1000,5.0,nvidia geforce rtx 3050
419,139990,1,6144,intel,core i9,1,16,1,windows,0,15.6,2.3,1080,nvidia,asus,1000,2.0,nvidia geforce rtx 3060
420,58990,1,4096,amd,ryzen 5 hexa core,1,8,0,windows,0,15.6,1.98,1080,nvidia,hp,512,2.0,nvidia geforce gtx 1650
421,50390,3,0,intel,core i3,1,8,0,chrome,1,14.0,1.49,1080,none,hp,256,5.0,intel uhd
422,43990,5,0,amd,ryzen 3 dual core,0,8,0,windows,0,15.6,0.9746666666666668,1080,amd,dell,1000,5.0,amd radeon vega 8
423,152999,3,0,intel,core i7,1,16,1,windows,1,13.5,1.34,1440,none,hp,1000,5.0,intel hd
424,79790,2,0,amd,ryzen 7 octa core,1,16,1,windows,0,13.3,0.97,1080,amd,hp,1000,4.5,amd radeon
425,64790,2,0,amd,ryzen 5 hexa core,1,16,0,windows,0,13.3,0.97,1080,none,hp,512,4.5,intel uhd
426,79990,1,4096,amd,ryzen 7 octa core,1,16,0,windows,0,15.6,1.98,1080,nvidia,hp,512,2.0,nvidia geforce rtx 3050
427,56690,2,0,intel,core i5,1,8,0,windows,0,14.0,1.49,1080,none,hp,512,4.5,intel uhd
428,87990,1,4096,intel,core i7,1,16,0,windows,0,15.6,2.23,1080,nvidia,hp,512,2.0,nvidia geforce rtx 3050
429,60390,8,0,intel,core i5,1,8,1,chrome,0,14.0,1.49,1080,none,hp,256,8.0,intel iris xe
430,171990,1,8192,intel,core i7,1,16,0,windows,0,16.1,2.32,1440,nvidia,hp,1000,2.0,nvidia geforce rtx 3070
431,69990,1,4096,amd,ryzen 5 hexa core,1,8,0,windows,0,15.6,1.98,1080,nvidia,hp,512,2.0,nvidia geforce rtx 3050
432,58450,2,0,intel,core i5,1,8,1,windows,0,14.0,1.41,1080,none,hp,512,4.5,intel iris xe
433,65970,2,0,intel,core i5,1,16,0,windows,0,14.0,1.41,1080,none,hp,512,4.5,intel iris xe
434,97468,1,4096,amd,ryzen 5 hexa core,1,8,0,windows,0,14.96,2.5,1080,nvidia,dell,512,2.0,nvidia geforce rtx 3050
435,61990,2,0,intel,core i5,1,8,1,windows,0,15.6,1.75,1080,none,hp,512,4.5,intel iris xe
436,109990,9,4096,amd,ryzen 9 octa core,1,16,1,windows,0,14.0,1.45,1440,nvidia,asus,1000,4.0,nvidia geforce rtx 3050
437,82500,2,0,intel,core i7,1,8,0,windows,0,15.6,1.4946421471172964,1080,none,asus,1256,4.5,intel hd
438,34990,5,0,intel,core i3,0,4,0,windows,0,15.6,1.9,1080,none,asus,1000,5.0,intel uhd
439,59990,5,0,intel,core i5,1,8,0,windows,0,15.6,1.8,1080,none,asus,1256,5.0,intel hd
440,179990,1,6144,intel,core i9,1,16,0,windows,0,16.0,2.2,1440,nvidia,msi,1000,2.0,nvidia geforce rtx 3060
441,37490,5,0,intel,core i3,1,8,0,windows,0,15.6,1.8,1080,none,asus,256,5.0,intel hd
442,54999,5,2048,intel,core i5,1,8,1,windows,0,15.6,1.85,1080,none,lenovo,512,5.0,intel uhd
443,42740,5,0,intel,core i3,1,8,0,windows,0,14.1,0.9746666666666668,1080,none,hp,512,5.0,intel hd
444,57900,5,0,amd,ryzen 5 quad core,1,8,0,windows,0,15.6,0.9746666666666668,1080,amd,dell,1000,5.0,amd radeon vega 8
445,50990,2,0,intel,core i7,1,16,0,windows,0,14.0,1.48,1080,none,infinix,512,4.5,intel iris plus
446,38990,2,0,intel,core i3,1,8,0,windows,0,14.0,1.46,1080,none,hp,256,4.5,intel uhd
447,29990,2,0,intel,core i3,1,8,0,windows,0,14.0,1.48,1080,none,infinix,256,4.5,intel uhd
448,39990,2,0,intel,core i5,1,8,0,windows,0,14.0,1.48,1080,none,infinix,512,4.5,intel uhd
449,29990,2,0,intel,core i3,1,8,0,windows,0,14.0,1.48,1080,none,infinix,256,4.5,intel uhd
450,39990,2,0,intel,core i5,1,8,0,windows,0,14.0,1.48,1080,none,infinix,512,4.5,intel uhd
451,29990,2,0,intel,core i3,1,8,0,windows,0,14.0,1.48,1080,none,infinix,256,4.5,intel uhd
452,75990,5,0,amd,ryzen 5 octa core,1,16,0,windows,0,13.3,1.8,1080,amd,asus,512,5.0,amd radeon vega 8
453,45980,5,0,intel,core i3,1,8,0,windows,0,15.6,0.9746666666666668,1080,none,lenovo,512,5.0,intel hd
454,41490,2,0,intel,core i3,0,8,1,windows,0,15.6,1.77,1080,none,hp,1000,4.5,intel uhd
455,48490,2,0,amd,ryzen 5 hexa core,1,8,0,windows,0,14.0,1.66,1080,amd,lenovo,512,4.5,amd radeon
456,62990,2,0,intel,core i5,1,16,0,windows,0,17.3,2.3,1080,none,asus,1256,4.5,intel iris xe
457,89990,9,4096,amd,ryzen 7 octa core,1,16,1,windows,0,14.0,1.4,1440,nvidia,asus,512,4.0,nvidia geforce rtx 3050
458,38890,2,0,intel,core i3,1,8,1,windows,0,14.1,1.6,1080,none,asus,1256,4.5,intel uhd
459,67990,2,0,amd,ryzen 7 octa core,1,16,0,windows,0,14.0,1.38,1080,amd,lenovo,512,4.5,amd radeon
460,27990,5,0,intel,celeron dual core,1,4,0,windows,0,15.6,1.9,720,none,asus,256,5.0,intel uhd 600
461,65990,2,0,intel,core i5,1,16,1,windows,0,14.0,1.41,1080,none,hp,512,4.5,intel iris xe
462,18990,8,0,intel,celeron dual core,0,4,0,chrome,0,11.6,1.24,720,none,asus,64,8.0,intel uhd 600
463,60990,1,4096,amd,ryzen 5 hexa core,1,8,1,windows,0,15.6,2.25,1080,nvidia,lenovo,512,2.0,nvidia geforce gtx 1650
464,38990,2,0,intel,core i3,1,8,1,windows,0,15.6,1.65,1080,none,lenovo,256,4.5,intel uhd
465,33990,2,0,intel,core i3,1,4,0,windows,0,14.0,1.6,1080,none,asus,256,4.5,intel uhd
466,46990,2,0,intel,core i5,1,8,0,windows,0,14.0,1.25,1080,none,avita,512,4.5,intel uhd
467,42490,2,0,intel,core i3,1,8,1,windows,0,15.6,1.85,1080,none,dell,256,4.5,intel uhd
468,44090,2,0,intel,core i3,1,4,1,windows,0,14.0,1.58,1080,none,dell,1256,4.5,intel uhd
469,70090,2,0,intel,core i5,1,16,1,windows,0,14.0,1.5,1080,none,dell,512,4.5,intel iris xe
470,48990,2,0,amd,ryzen 5 quad core,1,8,1,windows,0,14.0,1.58,1080,amd,dell,512,4.5,amd radeon vega 
471,31990,2,0,intel,core i3,1,8,0,windows,0,14.0,1.3,1080,none,msi,256,4.5,intel uhd
472,35790,5,0,intel,core i3,0,8,1,windows,0,15.6,1.8,720,none,asus,1000,5.0,intel uhd
473,46990,2,0,intel,core i3,1,8,0,windows,0,14.0,1.3,1080,none,msi,512,4.5,intel uhd
474,57990,2,0,intel,core i7,1,8,0,windows,0,14.0,1.3,1080,none,msi,512,4.5,intel uhd
475,74990,2,0,intel,core i5,1,16,0,windows,0,14.0,1.29,1080,none,msi,512,4.5,intel iris xe
476,84990,1,6144,intel,core i5,1,16,1,windows,0,15.6,2.0,1080,nvidia,asus,512,2.0,nvidia geforce rtx 3060
477,34990,2,0,intel,core i3,1,4,0,windows,0,15.6,1.8,1080,none,asus,512,4.5,intel uhd
478,57990,1,0,intel,core i7,1,16,0,windows,0,15.6,1.8,1080,none,asus,512,2.0,intel iris plus
479,38990,2,0,intel,core i3,1,8,0,windows,0,15.6,1.8,1080,none,asus,512,4.5,intel uhd
480,57990,1,0,intel,core i7,1,16,0,windows,0,15.6,1.8,1080,none,asus,512,2.0,intel iris plus
481,38990,2,0,intel,core i3,1,8,0,windows,0,15.6,1.8,1080,none,asus,512,4.5,intel uhd
482,58990,5,0,intel,core i5,0,8,0,windows,0,15.0,0.9746666666666668,1080,none,dell,1000,5.0,intel hd
483,75099,1,4096,amd,ryzen 5 hexa core,1,8,1,windows,0,15.6,2.4,1080,nvidia,lenovo,512,2.0,nvidia geforce gtx 1650
484,42990,2,0,intel,core i3,1,8,0,windows,0,15.6,1.75,720,none,hp,512,4.5,intel uhd
485,35990,5,0,intel,core i3,0,8,1,windows,0,15.6,1.8,720,none,asus,1000,5.0,intel uhd
486,49500,5,0,intel,core i3,1,8,1,windows,0,15.6,0.9746666666666668,1080,none,dell,256,5.0,intel hd
487,33990,2,0,amd,ryzen 3 dual core,1,8,1,windows,0,14.1,1.5,1080,none,asus,256,4.5,amd radeon
488,139990,1,4096,amd,ryzen 9 octa core,1,16,0,windows,0,14.0,1.7,1440,nvidia,asus,1000,2.0,nvidia geforce rtx 3050ti
489,39997,5,0,intel,core i3,0,8,0,windows,0,15.6,0.9746666666666668,1080,none,dell,1000,5.0,intel uhd
490,59990,2,0,intel,core i5,1,8,0,windows,0,14.0,1.2,1080,none,acer,512,4.5,intel iris xe
491,59999,2,0,amd,ryzen 5 hexa core,1,16,1,windows,0,14.0,1.41,1080,amd,hp,512,4.5,amd radeon
492,170000,7,2048,intel,core i7,1,16,0,windows,0,12.0,0.8,1080,nvidia,lenovo,512,6.0,nvidia geforce mx 330
493,62990,2,0,intel,core i5,1,8,1,windows,0,15.6,1.75,1080,none,hp,512,4.5,intel iris xe
494,55490,2,0,amd,ryzen 7 octa core,1,8,0,windows,0,14.0,1.46,1080,amd,hp,512,4.5,amd radeon
495,81399,1,4096,amd,ryzen 7 octa core,1,8,0,windows,0,14.0,1.6,1440,nvidia,asus,1000,2.0,nvidia geforce gtx 1650
496,137990,1,6144,amd,ryzen 7 octa core,1,16,1,windows,0,15.6,2.4,1080,nvidia,lenovo,1000,2.0,nvidia geforce rtx 3060
497,77990,3,0,amd,ryzen 7 octa core,1,16,0,windows,1,13.3,1.32,1080,amd,lenovo,512,5.0,amd radeon
498,76990,1,4096,amd,ryzen 7 octa core,1,8,0,windows,0,14.0,1.6,1080,nvidia,asus,1000,2.0,nvidia geforce gtx 1650
499,86990,1,4096,amd,ryzen 7 octa core,1,8,0,windows,0,14.0,1.6,1080,nvidia,asus,1000,2.0,nvidia geforce gtx 1650
500,30699,2,0,intel,celeron dual core,1,4,0,windows,0,14.0,1.5,720,none,lenovo,256,4.5,intel uhd
501,29999,5,0,intel,celeron dual core,0,4,0,dos,0,15.6,1.85,1080,none,lenovo,1000,5.0,intel uhd
502,119990,1,8192,intel,core i7,1,16,0,windows,0,15.6,2.25,1440,nvidia,msi,1000,2.0,nvidia geforce rtx 3070
503,40990,2,0,intel,core i3,0,8,1,windows,0,15.6,1.85,1080,none,dell,1000,4.5,intel uhd
504,72990,1,4096,intel,core i5,1,16,0,windows,0,15.6,2.25,1080,nvidia,msi,512,2.0,nvidia geforce rtx 3050 ti
505,74798,2,0,amd,ryzen 5 hexa core,1,16,1,windows,1,13.3,1.31,1080,none,lenovo,512,4.5,amd radeon
506,43990,2,0,intel,core i3,1,4,1,windows,0,15.6,1.4946421471172964,1080,none,lenovo,256,4.5,intel uhd
507,225990,2,0,apple,m1 pro,1,16,0,mac,0,14.2,1.6,1440,none,apple,1000,4.5,m1
508,62990,1,4096,intel,core i5,0,8,0,windows,0,15.6,2.0686486486486486,1080,nvidia,lenovo,1000,2.0,nvidia geforce gtx 1650
509,75990,1,4096,amd,ryzen 7 octa core,1,8,1,windows,0,15.6,2.1,1080,nvidia,asus,512,2.0,nvidia geforce gtx 1650
510,80990,1,4096,amd,ryzen 7 octa core,1,16,0,windows,0,15.6,2.4,1080,nvidia,acer,1256,2.0,nvidia geforce rtx 3050 ti
511,128990,3,0,intel,core i7,1,16,1,windows,1,13.5,1.34,1080,none,hp,1000,5.0,intel hd
512,59990,2,0,intel,core i3,1,8,0,windows,1,14.0,1.52,1080,none,hp,512,4.5,intel uhd
513,59890,2,0,amd,ryzen 5 hexa core,1,16,0,windows,0,14.0,1.41,1080,amd,hp,512,4.5,amd radeon
514,43900,5,0,intel,core i3,1,8,0,windows,0,15.6,1.85,720,none,lenovo,256,5.0,intel uhd
515,74990,1,4096,amd,ryzen 7 octa core,1,8,0,windows,0,15.6,2.0686486486486486,720,nvidia,asus,512,2.0,nvidia geforce gtx 1650
516,37490,2,0,intel,core i3,1,4,0,windows,0,15.6,1.4946421471172964,1080,none,acer,256,4.5,intel uhd
517,38700,5,0,intel,core i3,1,4,0,windows,0,12.0,0.9746666666666668,1080,none,lenovo,256,5.0,intel hd
518,31990,5,0,amd,athlon dual core,1,4,0,windows,0,15.6,1.9,720,amd,acer,256,5.0,amd radeon
519,40990,5,0,intel,core i3,1,4,0,windows,0,15.6,0.9746666666666668,1080,none,lenovo,256,5.0,intel hd
520,42590,2,0,intel,core i3,1,8,1,windows,0,15.6,1.85,1080,none,dell,256,4.5,intel uhd
521,42900,5,0,intel,core i3,0,8,0,windows,0,15.6,0.9746666666666668,1080,none,dell,1000,5.0,intel hd
522,24990,8,0,intel,celeron dual core,0,4,0,chrome,0,14.0,1.4,1080,none,lenovo,64,8.0,intel uhd
523,83990,1,4096,amd,ryzen 5 hexa core,1,8,1,windows,0,15.6,2.4,1080,nvidia,dell,512,2.0,nvidia geforce rtx 3050
524,138990,1,8192,amd,ryzen 9 octa core,1,16,0,windows,0,16.1,2.23,1440,amd,hp,1000,2.0,amd radeon rx 6600m
525,56449,2,2048,intel,core i5,1,8,1,windows,0,15.6,1.4946421471172964,1080,nvidia,asus,1256,4.5,nvidia geforce mx 330
526,69500,5,0,intel,core i5,1,16,0,windows,0,15.6,0.9746666666666668,1080,none,dell,512,5.0,intel hd
527,134990,1,6144,intel,core i7,1,16,1,windows,0,15.6,2.4,1080,nvidia,dell,1000,2.0,nvidia geforce rtx 3060
528,71000,2,2048,intel,core i5,1,8,1,windows,0,15.6,1.85,1080,nvidia,dell,1256,4.5,nvidia geforce mx 350
529,45990,2,0,intel,core i5,1,8,1,windows,0,14.0,1.4,1080,none,nokia,512,4.5,intel iris xe
530,49990,2,0,intel,core i5,1,16,1,windows,0,14.0,1.4,1080,none,nokia,512,4.5,intel iris xe
531,41990,2,0,intel,core i3,1,8,1,windows,0,14.0,1.58,1080,none,dell,256,4.5,intel uhd
532,82990,3,2048,intel,core i5,1,8,1,windows,1,14.0,1.5,1080,none,dell,512,5.0,nvidia geforce mx 350
533,71090,2,0,intel,core i5,1,16,1,windows,0,14.0,1.46,1080,none,dell,512,4.5,intel iris xe
534,73990,3,0,intel,core i5,1,8,1,windows,1,14.0,1.5,1080,none,dell,512,5.0,intel iris xe
535,41390,2,0,intel,core i3,0,8,1,windows,0,14.96,1.85,1080,none,dell,1000,4.5,intel uhd
536,83490,1,4096,amd,ryzen 5 hexa core,1,16,1,windows,0,15.6,2.4,1080,nvidia,dell,512,2.0,nvidia geforce rtx 3050
537,46890,2,0,intel,core i3,1,8,1,windows,0,15.6,1.85,1080,none,dell,1256,4.5,intel uhd
538,38499,2,0,amd,athlon dual core,1,4,1,windows,0,15.6,1.83,720,amd,dell,256,4.5,amd radeon
539,105000,2,0,intel,core i5,1,8,0,windows,1,13.3,1.27,1080,none,hp,512,4.5,intel iris xe
540,44490,2,0,intel,core i3,1,8,1,windows,0,15.6,1.85,1080,none,dell,1256,4.5,intel uhd
541,42490,4,0,amd,ryzen 5 quad core,1,8,1,windows,0,15.6,1.83,1080,amd,dell,256,4.5,amd radeon vega
542,39990,2,0,intel,core i5,1,8,0,windows,0,14.0,1.4,720,none,nokia,512,4.5,intel uhd
543,79190,2,4096,intel,core i5,1,16,0,windows,0,14.0,1.59,2160,nvidia,hp,512,4.5,nvidia geforce gtx
544,61900,2,0,intel,core i5,1,8,1,windows,0,14.0,1.58,1080,none,dell,512,4.5,intel iris xe
545,108990,1,4096,intel,core i7,1,16,1,windows,0,15.6,2.4,1080,nvidia,dell,512,2.0,nvidia geforce rtx 3050 ti
546,49990,2,0,intel,core i5,1,8,1,windows,0,14.0,1.58,1080,none,dell,1256,4.5,intel iris xe
547,80990,3,2048,intel,core i5,1,16,0,windows,1,14.0,1.5,1080,nvidia,dell,512,5.0,nvidia geforce mx 350
548,49490,2,0,intel,core i3,1,8,1,windows,0,15.6,1.85,1080,none,dell,1256,4.5,intel uhd
549,115990,3,0,intel,core i5,1,16,1,windows,1,13.5,1.34,1080,none,hp,512,5.0,intel hd
550,44990,2,0,intel,core i5,0,8,0,windows,0,15.6,1.8,1080,none,asus,1000,4.5,intel uhd
551,132990,6,4096,amd,ryzen 9 octa core,1,16,1,windows,1,13.4,1.3,1080,nvidia,asus,1000,4.0,nvidia geforce rtx 3050
552,58990,2,0,amd,ryzen 5 hexa core,1,8,0,windows,0,15.6,1.8,1080,amd,asus,1256,4.5,amd radeon
553,46990,2,0,intel,core i3,1,8,0,windows,0,15.6,1.8,1080,none,asus,256,4.5,intel uhd
554,142990,6,4096,amd,ryzen 9 octa core,1,32,1,windows,1,13.4,1.3,1080,nvidia,asus,1000,4.0,nvidia geforce rtx 3050 ti
555,117990,1,4096,amd,ryzen 9 octa core,1,16,0,windows,0,15.6,2.1,1080,nvidia,asus,1000,2.0,nvidia geforce rtx 3050 ti
556,154990,1,6144,intel,core i7,1,16,1,windows,0,16.0,1.9,1440,nvidia,asus,1000,2.0,nvidia geforce rtx 3060
557,67990,2,0,intel,core i5,1,16,0,windows,0,15.6,1.8,1080,none,asus,1256,4.5,intel iris xe
558,156990,6,4096,amd,ryzen 9 octa core,1,32,1,windows,1,13.4,1.3,2160,nvidia,asus,1000,4.0,nvidia geforce rtx 3050 ti
559,129990,1,4096,intel,core i7,1,16,1,windows,0,16.0,1.9,1080,nvidia,asus,1000,2.0,nvidia geforce rtx 3050
560,75199,1,4096,amd,ryzen 5 hexa core,1,8,1,windows,0,15.6,2.4,1080,nvidia,lenovo,512,2.0,nvidia geforce gtx 1650
561,65990,1,4096,intel,core i5,1,8,0,windows,0,15.6,2.25,1080,nvidia,lenovo,512,2.0,nvidia geforce gtx 1650
562,51990,2,0,intel,core i5,1,8,1,windows,0,15.6,1.65,1080,none,lenovo,512,4.5,intel iris xe
563,157990,1,6144,intel,core i7,1,16,0,windows,0,16.0,2.0686486486486486,1440,nvidia,lenovo,1000,2.0,nvidia geforce rtx 3060
564,29990,2,0,intel,celeron dual core,1,4,0,windows,0,14.0,1.5,720,none,lenovo,256,4.5,intel uhd
565,61990,2,0,intel,core i5,1,16,0,windows,0,14.0,1.4946421471172964,1080,none,lenovo,512,4.5,intel uhd
566,75990,2,0,amd,ryzen 5 hexa core,1,16,0,windows,1,13.3,1.31,1080,amd,lenovo,512,4.5,amd radeon
567,34990,2,0,intel,core i3,1,8,0,windows,0,14.0,1.4946421471172964,1080,none,lenovo,256,4.5,intel uhd
568,60990,1,4096,amd,ryzen 5 hexa core,1,8,1,windows,0,15.6,2.3,1080,nvidia,lenovo,1256,2.0,nvidia geforce gtx 1650
569,38998,5,0,intel,core i3,1,8,0,windows,0,15.6,1.85,720,none,lenovo,256,5.0,intel uhd
570,96890,2,2048,intel,core i5,1,16,0,windows,0,15.6,1.4946421471172964,1080,nvidia,lenovo,512,4.5,nvidia geforce mx 450
571,65490,1,4096,amd,ryzen 3 hexa core,1,8,0,windows,0,15.6,2.0686486486486486,1080,nvidia,hp,512,2.0,nvidia geforce gtx 1650
572,53750,5,0,intel,core i5,1,8,1,windows,0,15.6,1.75,1080,none,asus,512,5.0,intel iris xe
573,58990,2,0,amd,ryzen 5 hexa core,1,8,1,windows,0,14.0,1.41,1080,amd,hp,512,4.5,amd radeon
574,75990,1,4096,intel,core i5,1,8,0,windows,0,15.6,2.23,1080,nvidia,hp,512,2.0,nvidia geforce rtx 3050
575,84990,3,0,intel,core i7,1,16,0,windows,1,14.0,1.5,1080,none,lenovo,512,5.0,intel iris xe
576,54990,2,0,intel,core i5,1,8,0,windows,0,13.0,1.26,1440,none,lenovo,512,4.5,intel iris xe
577,60990,2,0,intel,core i5,1,16,0,windows,0,13.0,1.26,1440,none,lenovo,512,4.5,intel iris xe
578,38990,2,0,intel,core i3,1,4,0,windows,0,15.0,1.7,1080,none,lenovo,256,4.5,intel uhd
579,56990,2,0,amd,ryzen 5 hexa core,1,8,0,dos,0,14.0,1.69,1080,amd,lenovo,512,4.5,amd radeon
580,58990,2,0,intel,core i5,1,8,0,windows,0,13.3,2.023,1440,none,lenovo,1000,4.5,intel iris xe
581,85990,2,0,intel,core i7,1,16,0,windows,0,13.0,1.26,1440,none,lenovo,1000,4.5,intel iris xe
582,97899,1,4096,intel,core i7,1,16,0,windows,0,15.6,2.23,1080,nvidia,hp,512,2.0,nvidia geforce rtx 3050
583,54990,2,0,intel,core i5,1,8,0,windows,0,14.0,1.6,1080,none,lenovo,512,4.5,intel iris xe
584,43490,2,0,intel,core i3,1,8,0,windows,0,15.6,1.8,1080,none,redmibook,512,4.5,intel uhd
585,41990,5,0,intel,core i3,1,8,0,windows,0,15.6,0.9746666666666668,1080,none,lenovo,256,5.0,intel uhd
586,34490,5,0,amd,ryzen 3 dual core,0,4,0,windows,0,15.6,1.85,720,amd,lenovo,1000,5.0,amd radeon
587,31990,5,0,amd,dual core,1,4,0,windows,0,15.6,1.9,720,amd,acer,256,5.0,amd radeon
588,33990,2,0,amd,ryzen 3 dual core,1,8,0,windows,0,15.6,1.69,1080,amd,hp,256,4.5,amd radeon
